Voltage U1	Corriente IA
7,00	0,01
7,03	0,01
7,05	0,01
7,08	0,01
7,10	0,01
7,13	0,01
7,15	0,01
7,17	0,01
7,20	0,01
7,22	0,01
7,25	0,01
7,27	0,02
7,30	0,02
7,32	0,02
7,35	0,03
7,37	0,03
7,39	0,03
7,42	0,03
7,44	0,04
7,47	0,05
7,49	0,05
7,52	0,05
7,54	0,06
7,57	0,08
7,59	0,07
7,61	0,07
7,64	0,09
7,66	0,10
7,69	0,10
7,71	0,11
7,74	0,13
7,76	0,14
7,78	0,13
7,81	0,13
7,83	0,15
7,86	0,17
7,88	0,16
7,91	0,17
7,93	0,20
7,96	0,20
7,98	0,20
8,00	0,20
8,03	0,23
8,05	0,23
8,08	0,22
8,10	0,24
8,13	0,26
8,15	0,26
8,18	0,26
8,20	0,28
8,22	0,30
8,25	0,30
8,27	0,29
8,30	0,31
8,32	0,33
8,35	0,33
8,37	0,33
8,40	0,34
8,42	0,36
8,44	0,36
8,47	0,36
8,49	0,38
8,52	0,39
8,54	0,40
8,57	0,39
8,59	0,41
8,62	0,43
8,64	0,43
8,66	0,42
8,69	0,44
8,71	0,46
8,74	0,45
8,76	0,46
8,79	0,48
8,81	0,49
8,84	0,49
8,86	0,50
8,88	0,52
8,91	0,54
8,93	0,53
8,96	0,54
8,98	0,56
9,01	0,57
9,03	0,57
9,05	0,57
9,08	0,59
9,10	0,60
9,13	0,60
9,15	0,61
9,18	0,63
9,20	0,64
9,23	0,63
9,25	0,64
9,27	0,67
9,30	0,67
9,32	0,67
9,35	0,68
9,37	0,70
9,40	0,71
9,42	0,70
9,45	0,71
9,47	0,74
9,49	0,74
9,52	0,74
9,54	0,75
9,57	0,77
9,59	0,78
9,62	0,78
9,64	0,79
9,67	0,81
9,69	0,82
9,71	0,81
9,74	0,82
9,76	0,84
9,79	0,85
9,81	0,84
9,84	0,86
9,86	0,88
9,89	0,87
9,91	0,87
9,93	0,88
9,96	0,90
9,98	0,90
10,01	0,90
10,03	0,91
10,06	0,94
10,08	0,94
10,10	0,94
10,13	0,96
10,15	0,97
10,18	0,97
10,20	0,97
10,23	0,99
10,25	1,00
10,28	1,01
10,30	1,01
10,32	1,03
10,35	1,04
10,37	1,04
10,40	1,04
10,42	1,06
10,45	1,07
10,47	1,07
10,50	1,07
10,52	1,10
10,54	1,11
10,57	1,10
10,59	1,10
10,62	1,12
10,64	1,13
10,67	1,13
10,69	1,13
10,72	1,15
10,74	1,17
10,76	1,16
10,79	1,17
10,81	1,19
10,84	1,20
10,86	1,19
10,89	1,20
10,91	1,22
10,94	1,23
10,96	1,22
10,98	1,23
11,01	1,25
11,03	1,25
11,06	1,25
11,08	1,26
11,11	1,27
11,13	1,28
11,15	1,27
11,18	1,28
11,20	1,30
11,23	1,31
11,25	1,30
11,28	1,32
11,30	1,34
11,33	1,34
11,35	1,34
11,37	1,35
11,40	1,37
11,42	1,37
11,45	1,37
11,47	1,38
11,50	1,40
11,52	1,40
11,55	1,40
11,57	1,42
11,59	1,44
11,62	1,44
11,64	1,43
11,67	1,45
11,69	1,47
11,72	1,47
11,74	1,47
11,77	1,49
11,79	1,50
11,81	1,50
11,84	1,49
11,86	1,51
11,89	1,53
11,91	1,53
11,94	1,53
11,96	1,55
11,99	1,57
12,01	1,57
12,03	1,57
12,06	1,59
12,08	1,60
12,11	1,60
12,13	1,60
12,16	1,61
12,18	1,63
12,21	1,62
12,23	1,63
12,25	1,64
12,28	1,66
12,30	1,65
12,33	1,65
12,35	1,67
12,38	1,67
12,40	1,67
12,42	1,67
12,45	1,69
12,47	1,70
12,50	1,69
12,52	1,70
12,55	1,72
12,57	1,73
12,60	1,73
12,62	1,73
12,64	1,75
12,67	1,77
12,69	1,76
12,72	1,77
12,74	1,79
12,77	1,80
12,79	1,79
12,82	1,80
12,84	1,82
12,86	1,83
12,89	1,84
12,91	1,85
12,94	1,87
12,96	1,87
12,99	1,87
13,01	1,88
13,04	1,89
13,06	1,90
13,08	1,89
13,11	1,90
13,13	1,92
13,16	1,92
13,18	1,92
13,21	1,94
13,23	1,96
13,26	1,96
13,28	1,96
13,30	1,97
13,33	2,00
13,35	2,00
13,38	1,99
13,40	2,00
13,43	2,02
13,45	2,02
13,47	2,02
13,50	2,04
13,52	2,06
13,55	2,06
13,57	2,05
13,60	2,07
13,62	2,09
13,65	2,08
13,67	2,09
13,69	2,10
13,72	2,12
13,74	2,11
13,77	2,11
13,79	2,13
13,82	2,15
13,84	2,14
13,87	2,15
13,89	2,17
13,91	2,19
13,94	2,18
13,96	2,19
13,99	2,21
14,01	2,22
14,04	2,22
14,06	2,22
14,09	2,24
14,11	2,25
14,13	2,25
14,16	2,26
14,18	2,28
14,21	2,29
14,23	2,28
14,26	2,29
14,28	2,31
14,31	2,32
14,33	2,32
14,35	2,33
14,38	2,35
14,40	2,36
14,43	2,35
14,45	2,36
14,48	2,39
14,50	2,39
14,52	2,39
14,55	2,40
14,57	2,42
14,60	2,43
14,62	2,42
14,65	2,43
14,67	2,46
14,70	2,46
14,72	2,46
14,74	2,48
14,77	2,50
14,79	2,50
14,82	2,49
14,84	2,51
14,87	2,53
14,89	2,53
14,92	2,53
14,94	2,54
14,96	2,56
14,99	2,56
15,01	2,56
15,04	2,57
15,06	2,59
15,09	2,59
15,11	2,59
15,14	2,62
15,16	2,64
15,18	2,63
15,21	2,63
15,23	2,65
15,26	2,67
15,28	2,67
15,31	2,67
15,33	2,69
15,36	2,70
15,38	2,70
15,40	2,70
15,43	2,72
15,45	2,73
15,48	2,73
15,50	2,73
15,53	2,75
15,55	2,77
15,57	2,76
15,60	2,77
15,62	2,79
15,65	2,80
15,67	2,80
15,70	2,81
15,72	2,83
15,75	2,84
15,77	2,84
15,79	2,85
15,82	2,87
15,84	2,88
15,87	2,87
15,89	2,88
15,92	2,90
15,94	2,92
15,97	2,91
15,99	2,92
16,01	2,94
16,04	2,95
16,06	2,94
16,09	2,96
16,11	2,98
16,14	2,99
16,16	2,98
16,19	2,98
16,21	3,00
16,23	3,01
16,26	3,00
16,28	3,01
16,31	3,03
16,33	3,04
16,36	3,03
16,38	3,04
16,41	3,06
16,43	3,06
16,45	3,06
16,48	3,07
16,50	3,08
16,53	3,08
16,55	3,07
16,58	3,08
16,60	3,09
16,63	3,09
16,65	3,07
16,67	3,08
16,70	3,09
16,72	3,08
16,75	3,07
16,77	3,08
16,80	3,10
16,82	3,09
16,84	3,08
16,87	3,09
16,89	3,11
16,92	3,10
16,94	3,10
16,97	3,12
16,99	3,13
17,02	3,13
17,04	3,13
17,06	3,16
17,09	3,18
17,11	3,18
17,14	3,20
17,16	3,23
17,19	3,26
17,21	3,28
17,24	3,31
17,26	3,35
17,28	3,40
17,31	3,42
17,33	3,45
17,36	3,50
17,38	3,55
17,41	3,57
17,43	3,61
17,46	3,67
17,48	3,72
17,50	3,76
17,53	3,80
17,55	3,86
17,58	3,91
17,60	3,94
17,63	3,97
17,65	4,00
17,68	4,00
17,70	3,99
17,72	3,98
17,75	3,97
17,77	3,94
17,80	3,89
17,82	3,84
17,85	3,79
17,87	3,60
17,89	3,41
17,92	3,22
17,94	3,03
17,97	2,83
17,99	2,62
18,02	2,42
18,04	2,22
18,07	2,01
18,09	1,81
18,11	1,61
18,14	1,42
18,16	1,23
18,19	1,05
18,21	0,88
18,24	0,73
18,26	0,56
18,29	0,41
18,31	0,28
18,33	0,14
18,36	0,01
18,38	0,01
18,41	0,01
18,43	0,01
18,46	0,01
18,48	0,01
18,51	0,01
18,53	0,01
18,55	0,01
18,58	0,01
18,60	0,01
18,63	0,01
18,65	0,01
18,68	0,01
18,70	0,01
18,73	0,01
18,75	0,01
18,77	0,01
18,80	0,01
18,82	0,01
18,85	0,01
18,87	0,01
18,90	0,01
18,92	0,01
18,94	0,01
18,97	0,01
18,99	0,01
19,02	0,01
19,04	0,01
19,07	0,01
19,09	0,01
19,12	0,01
19,14	0,01
19,16	0,01
19,19	0,01
19,21	0,01
19,24	0,01
19,26	0,01
19,29	0,01
19,31	0,01
19,34	0,01
19,36	0,01
19,38	0,01
19,41	0,01
19,43	0,01
19,46	0,01
19,48	0,01
19,51	0,01
19,53	0,01
19,56	0,01
19,58	0,01
19,60	0,01
19,63	0,01
19,65	0,01
19,68	0,01
19,70	0,01
19,73	0,01
19,75	0,01
19,78	0,01
19,80	0,01
19,82	0,01
19,85	0,01
19,87	0,01
19,90	0,01
19,92	0,01
19,95	0,01
19,97	0,01
19,99	0,01
20,02	0,01
20,04	0,01
20,07	0,01
20,09	0,01
20,12	0,01
20,14	0,01
20,17	0,01
20,19	0,01
20,21	0,01
20,24	0,01
20,26	0,01
20,29	0,01
20,31	0,01
20,34	0,01
20,36	0,01
20,39	0,01
20,41	0,01
20,43	0,01
20,46	0,01
20,48	0,01
20,51	0,01
20,53	0,01
20,56	0,01
20,58	0,01
20,61	0,01
20,63	0,01
20,65	0,01
20,68	0,01
20,70	0,01
20,73	0,01
20,75	0,01
20,78	0,01
20,80	0,01
20,83	0,01
20,85	0,01
20,87	0,01
20,90	0,01
20,92	0,01
20,95	0,01
20,97	0,01
21,00	0,01
21,02	0,01
21,05	0,01
21,07	0,01
21,09	0,01
21,12	0,01
21,14	0,01
21,17	0,01
21,19	0,01
21,22	0,01
21,24	0,01
21,26	0,01
21,29	0,01
21,31	0,01
21,34	0,01
21,36	0,01
21,39	0,01
21,41	0,01
21,44	0,01
21,46	0,01
21,48	0,01
21,51	0,01
21,53	0,01
21,56	0,01
21,58	0,01
21,61	0,01
21,63	0,01
21,66	0,01
21,68	0,01
21,70	0,01
21,73	0,01
21,75	0,01
21,78	0,01
21,80	0,01
21,83	0,01
21,85	0,01
21,88	0,01
21,90	0,02
21,92	0,04
21,95	0,04
21,97	0,06
22,00	0,10
22,02	0,13
22,05	0,15
22,07	0,19
22,10	0,24
22,12	0,30
22,14	0,33
22,17	0,39
22,19	0,47
22,22	0,53
22,24	0,59
22,27	0,67
22,29	0,76
22,31	0,84
22,34	0,92
22,36	1,01
22,39	1,12
22,41	1,21
22,44	1,29
22,46	1,40
22,49	1,52
22,51	1,60
22,53	1,69
22,56	1,80
22,58	1,91
22,61	2,00
22,63	2,08
22,66	2,19
22,68	2,31
22,71	2,39
22,73	2,48
22,75	2,60
22,78	2,72
22,80	2,81
22,83	2,90
22,85	3,03
22,88	3,16
22,90	3,25
22,93	3,35
22,95	3,48
22,97	3,60
23,00	3,70
23,02	3,80
23,05	3,94
23,07	4,08
23,10	4,19
23,12	4,31
23,15	4,47
23,17	4,62
23,19	4,76
23,22	4,91
23,24	5,08
23,27	5,25
23,29	5,40
23,32	5,57
23,34	5,78
23,36	5,99
23,39	6,19
23,41	6,43
23,44	6,71
23,46	6,98
23,49	7,26
23,51	7,59
23,54	7,97
23,56	8,34
23,58	8,69
23,61	9,09
23,63	9,54
23,66	9,99
23,68	10,46
23,71	11,00
23,73	11,58
23,76	12,17
23,78	12,77
23,80	13,43
23,83	14,15
23,85	14,88
23,88	15,60
23,90	16,37
23,93	17,13
23,95	17,90
23,98	18,65
24,00	19,47
24,02	20,32
24,05	21,14
24,07	21,95
24,10	22,83
24,12	23,75
24,15	24,65
24,17	25,55
24,20	26,47
24,22	27,39
24,24	28,28
24,27	29,12
24,29	30,01
24,32	30,89
24,34	31,74
24,37	32,56
24,39	33,42
24,42	34,28
24,44	35,14
24,46	35,98
24,49	36,86
24,51	37,73
24,54	38,52
24,56	39,33
24,59	40,11
24,61	40,89
24,63	41,63
24,66	42,36
24,68	43,10
24,71	43,77
24,73	44,39
24,76	44,98
24,78	45,60
24,81	46,16
24,83	46,65
24,85	47,11
24,88	47,55
24,90	47,94
24,93	48,27
24,95	48,59
24,98	48,88
25,00	49,12
25,03	49,31
25,05	49,48
25,07	49,63
25,10	49,78
25,12	49,88
25,15	49,95
25,17	49,99
25,20	49,99
25,22	49,99
25,25	49,99
25,27	49,99
25,29	49,99
25,32	49,99
25,34	49,99
25,37	49,99
25,39	49,99
25,42	49,99
25,44	49,99
25,47	49,99
25,49	49,99
25,51	49,99
25,54	49,99
25,56	49,99
25,59	49,99
25,61	49,99
25,64	49,99
25,66	49,99
25,68	49,99
25,71	49,99
25,73	49,99
25,76	49,99
25,78	49,99
25,81	49,99
25,83	49,99
25,86	49,99
25,88	49,99
25,90	49,99
25,93	49,99
25,95	49,99
25,98	49,99
26,00	49,99
26,03	49,99
26,05	49,99
26,08	49,99
26,10	49,99
26,12	49,99
26,15	49,99
26,17	49,99
26,20	49,99
26,22	49,99
26,25	49,99
26,27	49,99
26,30	49,99
26,32	49,99
26,34	49,99
26,37	49,99
26,39	49,99
26,42	49,99
26,44	49,99
26,47	49,99
26,49	49,99
26,52	49,99
26,54	49,99
26,56	49,99
26,59	49,99
26,61	49,99
26,64	49,99
26,66	49,99
26,69	49,99
26,71	49,99
26,73	49,99
26,76	49,99
26,78	49,99
26,81	49,99
26,83	49,99
26,86	49,99
26,88	49,99
26,91	49,99
26,93	49,99
26,95	49,99
26,98	49,99
27,00	49,99
27,03	49,99
27,05	49,99
27,08	49,99
27,10	49,99
27,13	49,99
27,15	49,99
27,17	49,99
27,20	49,99
27,22	49,99
27,25	49,99
27,27	49,99
27,30	49,99
27,32	49,99
27,35	49,99
27,37	49,99
27,39	49,99
27,42	49,99
27,44	49,99
27,47	49,99
27,49	49,99
27,52	49,99
27,54	49,99
27,57	49,99
27,59	49,99
27,61	49,99
27,64	49,99
27,66	49,99
27,69	49,99
27,71	49,99
27,74	49,99
27,76	49,99
27,78	49,99
27,81	49,99
27,83	49,99
27,86	49,99
27,88	49,99
27,91	49,99
27,93	49,99
27,96	49,99
27,98	49,99
28,00	49,99
28,03	49,99
28,05	49,99
28,08	49,99
28,10	49,99
28,13	49,99
28,15	49,99
28,18	49,99
28,20	49,99
28,22	49,99
28,25	49,99
28,27	49,99
28,30	49,99
28,32	49,99
28,35	49,99
28,37	49,99
28,40	49,99
28,42	49,99
28,44	49,99
28,47	49,99
28,49	49,99
28,52	49,99
28,54	49,99
28,57	49,99
28,59	49,99
28,62	49,99
28,64	49,99
28,66	49,99
28,69	49,99
28,71	49,99
28,74	49,99
28,76	49,99
28,79	49,99
28,81	49,99
28,84	49,99
28,86	49,99
28,88	49,99
28,91	49,99
28,93	49,99
28,96	49,99
28,98	49,99
29,01	49,99
29,03	49,99
29,05	49,99
29,08	49,99
29,10	49,99
29,13	49,99
29,15	49,99
29,18	49,99
29,20	49,99
29,23	49,99
29,25	49,99
29,27	49,99
29,30	49,99
29,32	49,99
29,35	49,99
29,37	49,99
29,40	49,99
29,42	49,99
29,45	49,99
29,47	49,99
29,49	49,99
29,52	49,99
29,54	49,99
29,57	49,99
29,59	49,99
29,62	49,99
29,64	49,99
29,67	49,99
29,69	49,99
29,71	49,99
29,74	49,99
29,76	49,99
29,79	49,99
29,81	49,99
29,84	49,99
29,86	49,99
29,89	49,99
29,91	49,99
29,93	49,99
29,96	49,99
29,98	49,99
30,01	49,99
30,03	49,99
30,06	49,99
30,08	49,99
30,10	49,99
30,13	49,99
30,15	49,99
30,18	49,99
30,20	49,99
30,23	49,99
30,25	49,99
30,28	49,99
30,30	49,99
30,32	49,99
30,35	49,99
30,37	49,99
30,40	49,99
30,42	49,99
30,45	49,99
30,47	49,99
30,50	49,99
30,52	49,99
30,54	49,99
30,57	49,99
30,59	49,99
30,62	49,99
30,64	49,99
30,67	49,99
30,69	49,99
30,72	49,99
30,74	49,99
30,76	49,99
30,79	49,99
30,81	49,99
30,84	49,99
30,86	49,99
30,89	49,99
30,91	49,99
30,94	49,99
30,96	49,99
30,98	49,99
31,01	49,99
31,03	49,99
31,06	49,99
31,08	49,99
31,11	49,99
31,13	49,99
31,15	49,99
31,18	49,99
31,20	49,99
31,23	49,99
31,25	49,99
31,28	49,99
31,30	49,99
31,33	49,99
31,35	49,99
31,37	49,99
31,40	49,99
31,42	49,99
31,45	49,99
31,47	49,99
31,50	49,99
31,52	49,99
31,55	49,99
31,57	49,99
31,59	49,99
31,62	49,99
31,64	49,99
31,67	49,99
31,69	49,99
31,72	49,99
31,74	49,99
31,77	49,99
31,79	49,99
31,81	49,99
31,84	49,99
31,86	49,99
31,89	49,99
31,91	49,99
31,94	49,99
31,96	49,99
31,99	49,99
32,01	49,99
32,03	49,99
32,06	49,99
32,08	49,99
32,11	49,99
32,13	49,99
32,16	49,99
32,18	49,99
32,20	49,99
32,23	49,99
32,25	49,99
32,28	49,99
32,30	49,99
32,33	49,99
32,35	49,99
32,38	49,99
32,40	49,99
32,42	49,99
32,45	49,99
32,47	49,99
32,50	49,99
32,52	49,99
32,55	49,99
32,57	49,99
32,60	49,99
32,62	49,99
32,64	49,99
32,67	49,99
32,69	49,99
32,72	49,99
32,74	49,99
32,77	49,99
32,79	49,99
32,82	49,99
32,84	49,99
32,86	49,99
32,89	49,99
32,91	49,99
32,94	49,99
32,96	49,99
32,99	49,99
33,01	49,99
33,04	49,99
33,06	49,99
33,08	49,99
33,11	49,99
33,13	49,99
33,16	49,99
33,18	49,99
33,21	49,99
33,23	49,99
33,26	49,99
33,28	49,99
33,30	49,99
33,33	49,99
33,35	49,99
33,38	49,99
33,40	49,99
33,43	49,99
33,45	49,99
33,47	49,99
33,50	49,99
33,52	49,99
33,55	49,99
33,57	49,99
33,60	49,99
33,62	49,99
33,65	49,99
33,67	49,99
33,69	49,99
33,72	49,99
33,74	49,99
33,77	49,99
33,79	49,99
33,82	49,99
33,84	49,99
33,87	49,99
33,89	49,99
33,91	49,99
33,94	49,99
33,96	49,99
33,99	49,99
34,01	49,99
34,04	49,99
34,06	49,96
34,09	49,93
34,11	49,90
34,13	49,85
34,16	49,76
34,18	49,67
34,21	49,56
34,23	49,43
34,26	49,27
34,28	49,10
34,31	48,90
34,33	48,67
34,35	48,41
34,38	48,13
34,40	47,82
34,43	47,52
34,45	47,18
34,48	46,81
34,50	46,42
34,52	45,97
34,55	45,51
34,57	45,05
34,60	44,55
34,62	43,99
34,65	43,43
34,67	42,86
34,70	42,29
34,72	41,66
34,74	41,04
34,77	40,45
34,79	39,85
34,82	39,21
34,84	38,58
34,87	37,96
34,89	37,34
34,92	36,70
34,94	36,03
34,96	35,38
34,99	34,73
35,01	34,07
35,04	33,44
35,06	32,84
35,09	32,24
35,11	31,65
35,14	31,10
35,16	30,59
35,18	30,08
35,21	29,57
35,23	29,11
35,26	28,68
35,28	28,21
35,31	27,75
35,33	27,34
35,36	26,95
35,38	26,58
35,40	26,20
35,43	25,85
35,45	25,55
35,48	25,24
35,50	24,93
35,53	24,67
35,55	24,43
35,57	24,16
35,60	23,89
35,62	23,64
35,65	23,42
35,67	23,17
35,70	22,92
35,72	22,70
35,75	22,49
35,77	22,27
35,79	22,03
35,82	21,83
35,84	21,65
35,87	21,44
35,89	21,22
35,92	21,03
35,94	20,84
35,97	20,63
35,99	20,41
36,01	20,22
36,04	20,04
36,06	19,82
36,09	19,60
36,11	19,41
36,14	19,23
36,16	19,04
36,19	18,84
36,21	18,67
36,23	18,50
36,26	18,30
36,28	18,11
36,31	17,94
36,33	17,78
36,36	17,59
36,38	17,39
36,41	17,23
36,43	17,07
36,45	16,89
36,48	16,72
36,50	16,57
36,53	16,43
36,55	16,25
36,58	16,09
36,60	15,95
36,62	15,82
36,65	15,64
36,67	15,48
36,70	15,34
36,72	15,20
36,75	15,03
36,77	14,88
36,80	14,75
36,82	14,62
36,84	14,46
36,87	14,32
36,89	14,20
36,92	14,07
36,94	13,92
36,97	13,79
36,99	13,69
37,02	13,56
37,04	13,40
37,06	13,27
37,09	13,16
37,11	13,04
37,14	12,90
37,16	12,78
37,19	12,69
37,21	12,58
37,24	12,45
37,26	12,35
37,28	12,27
37,31	12,16
37,33	12,03
37,36	11,93
37,38	11,85
37,41	11,75
37,43	11,64
37,46	11,55
37,48	11,49
37,50	11,40
37,53	11,29
37,55	11,22
37,58	11,17
37,60	11,08
37,63	10,99
37,65	10,93
37,68	10,87
37,70	10,79
37,72	10,70
37,75	10,64
37,77	10,59
37,80	10,51
37,82	10,44
37,85	10,39
37,87	10,35
37,89	10,28
37,92	10,21
37,94	10,17
37,97	10,13
37,99	10,06
38,02	9,98
38,04	9,94
38,07	9,91
38,09	9,84
38,11	9,78
38,14	9,75
38,16	9,72
38,19	9,66
38,21	9,60
38,24	9,58
38,26	9,55
38,29	9,49
38,31	9,44
38,33	9,43
38,36	9,40
38,38	9,34
38,41	9,30
38,43	9,29
38,46	9,26
38,48	9,21
38,51	9,17
38,53	9,17
38,55	9,16
38,58	9,11
38,60	9,08
38,63	9,08
38,65	9,07
38,68	9,02
38,70	9,00
38,73	9,01
38,75	9,01
38,77	8,97
38,80	8,96
38,82	8,97
38,85	8,96
38,87	8,93
38,90	8,94
38,92	8,96
38,94	8,96
38,97	8,93
38,99	8,94
39,02	8,97
39,04	8,97
39,07	8,95
39,09	8,96
39,12	9,00
39,14	9,01
39,16	9,00
39,19	9,02
39,21	9,06
39,24	9,06
39,26	9,06
39,29	9,09
39,31	9,13
39,34	9,15
39,36	9,16
39,38	9,20
39,41	9,25
39,43	9,27
39,46	9,29
39,48	9,34
39,51	9,40
39,53	9,43
39,56	9,45
39,58	9,51
39,60	9,58
39,63	9,61
39,65	9,64
39,68	9,71
39,70	9,79
39,73	9,84
39,75	9,88
39,78	9,97
39,80	10,05
39,82	10,11
39,85	10,17
39,87	10,26
39,90	10,35
39,92	10,41
39,95	10,48
39,97	10,58
39,99	10,69
40,02	10,77
40,04	10,87
40,07	11,00
40,09	11,13
40,12	11,25
40,14	11,38
40,17	11,54
40,19	11,70
40,21	11,83
40,24	11,97
40,26	12,17
40,29	12,36
40,31	12,54
40,34	12,74
40,36	13,00
40,39	13,25
40,41	13,49
40,43	13,76
40,46	14,08
40,48	14,39
40,51	14,70
40,53	15,02
40,56	15,37
40,58	15,72
40,61	16,06
40,63	16,46
40,65	16,89
40,68	17,31
40,70	17,73
40,73	18,20
40,75	18,71
40,78	19,20
40,80	19,69
40,83	20,23
40,85	20,79
40,87	21,30
40,90	21,80
40,92	22,35
40,95	22,92
40,97	23,48
41,00	24,02
41,02	24,60
41,05	25,23
41,07	25,83
41,09	26,42
41,12	27,04
41,14	27,68
41,17	28,28
41,19	28,87
41,22	29,46
41,24	30,07
41,26	30,64
41,29	31,19
41,31	31,79
41,34	32,38
41,36	32,93
41,39	33,49
41,41	34,10
41,44	34,71
41,46	35,27
41,48	35,82
41,51	36,41
41,53	36,97
41,56	37,47
41,58	37,97
41,61	38,51
41,63	39,05
41,66	39,53
41,68	40,01
41,70	40,53
41,73	41,07
41,75	41,56
41,78	42,07
41,80	42,61
41,83	43,12
41,85	43,59
41,88	44,08
41,90	44,59
41,92	45,08
41,95	45,52
41,97	45,96
42,00	46,38
42,02	46,76
42,05	47,12
42,07	47,48
42,10	47,84
42,12	48,15
42,14	48,42
42,17	48,68
42,19	48,93
42,22	49,15
42,24	49,32
42,27	49,49
42,29	49,65
42,31	49,75
42,34	49,83
42,36	49,90
42,39	49,95
42,41	49,98
42,44	49,99
42,46	49,99
42,49	49,99
42,51	49,99
42,53	49,99
42,56	49,99
42,58	49,99
42,61	49,99
